Add ID,Price,Location,Post Date,Bedrooms,Bathrooms,Land Size,Building Size
926693964,280000000.0,Walantaka,2024-10-07T05:42:32+0000,2,1,60,60
926691305,400012345.0,Walantaka,2024-10-07T04:44:31+0000,4,1,91,44
926689322,85000000.0,Curug,2024-10-07T04:08:26+0000,2,1,72,30
926687931,161000000.0,Walantaka,2024-10-07T03:41:56+0000,2,1,60,30
926686093,161000000.0,Walantaka,2024-10-07T03:07:09+0000,2,1,60,30
926634816,190000000.0,Walantaka,2024-10-05T12:05:12+0000,2,1,60,60
926623099,55000000.0,Kramatwatu,2024-10-05T06:51:36+0000,2,1,30,60
926539257,140000000.0,Taktakan,2024-10-03T06:53:44+0000,2,1,105,50
926534529,100000000.0,Ciruas,2024-10-03T05:19:31+0000,1,1,84,21
926512938,380000000.0,Walantaka,2024-10-02T13:24:35+0000,3,2,91,91
926486891,500000.0,Taktakan,2024-10-02T03:40:10+0000,2,1,60,36
926474482,230000000.0,Walantaka,2024-10-01T15:42:13+0000,2,1,72,60
923251789,175000000.0,Taktakan,2024-09-29T22:41:28+0000,2,1,70,36
926374109,97000000.0,Taktakan,2024-09-29T06:29:19+0000,1,1,110,35
926367605,280000000.0,Walantaka,2024-09-29T03:46:18+0000,3,1,80,60
926353337,350000000.0,Kramatwatu,2024-09-28T13:25:38+0000,3,3,60,60
926332771,2400000000.0,Kramatwatu,2024-09-28T04:19:53+0000,3,2,402,125
924203537,900000000.0,Kramatwatu,2024-09-26T13:02:03+0000,4,2,213,200
926242566,575000000.0,Taktakan,2024-09-26T01:15:00+0000,4,2,198,120
917750463,215000000.0,Taktakan,2024-09-25T12:34:16+0000,3,2,120,84
926172834,3000000000.0,Kramatwatu,2024-09-24T06:49:54+0000,5,5,271,450
926160759,400000000.0,Kramatwatu,2024-09-24T02:54:23+0000,2,1,104,85
926128659,325000000.0,Walantaka,2024-09-23T06:30:39+0000,2,1,80,36
924219254,170000000.0,Walantaka,2024-09-23T05:57:29+0000,2,1,60,60
926093754,93000000.0,Curug,2024-09-22T07:39:12+0000,2,1,36,60
926085184,570000000.0,Walantaka,2024-09-22T03:58:13+0000,3,2,60,100
926046891,98000000.0,Taktakan,2024-09-21T03:59:17+0000,2,1,60,30
926039222,N/A,Taktakan,2024-09-21T01:06:01+0000,2,1,60,30
881538290,425000000.0,Curug,2024-09-20T13:20:04+0000,2,2,150,150
926001559,125000000.0,Ciruas,2024-09-20T03:45:11+0000,2,1,60,45
925983840,166000000.0,Walantaka,2024-09-19T12:49:38+0000,2,1,60,30
925935621,1350000000.0,Kramatwatu,2024-09-18T11:18:11+0000,2,2,200,191
925911114,285000000.0,Taktakan,2024-09-18T02:39:11+0000,2,1,90,48
925873085,200000000.0,Walantaka,2024-09-17T04:43:40+0000,3,1,70,70
891170429,6660000000.0,Taktakan,2024-09-17T03:54:06+0000,8,7,1436,600
923583693,210000000.0,Ciruas,2024-09-17T02:23:36+0000,2,1,160,100
925855153,750000000.0,Taktakan,2024-09-16T14:29:22+0000,2,1,72,60
925848128,130000000.0,Walantaka,2024-09-16T10:37:00+0000,1,1,72,72
925827239,166000000.0,Curug,2024-09-16T01:56:30+0000,2,1,60,36
925800360,110000000.0,Kasemen,2024-09-15T05:43:19+0000,4,1,66,36
925780083,70.0,Walantaka,2024-09-14T13:29:46+0000,2,1,60,36
925744979,600000000.0,Walantaka,2024-09-13T20:35:09+0000,2,1,82,82
925736353,450000000.0,Taktakan,2024-09-13T12:45:12+0000,2,1,90,36
925735030,270000000.0,Taktakan,2024-09-13T12:04:15+0000,3,1,160,100
925730647,166000000.0,Curug,2024-09-13T10:09:22+0000,2,1,60,36
925668960,166000000.0,Walantaka,2024-09-12T03:45:22+0000,2,1,60,30
925653963,80000000.0,Kramatwatu,2024-09-11T13:52:09+0000,2,1,60,36
925641150,166000000.0,Walantaka,2024-09-11T08:33:21+0000,2,1,60,30
925613543,15000000.0,Ciruas,2024-09-10T16:15:00+0000,2,1,60,32
925602196,300000000.0,Kramatwatu,2024-09-10T09:32:41+0000,3,1,72,36
925588341,195000000.0,Kramatwatu,2024-09-10T04:46:07+0000,2,1,72,36
925585786,1000000.0,Waringin Kurung,2024-09-10T03:56:29+0000,2,1,60,30
925559727,420000000.0,Kramatwatu,2024-09-09T09:06:10+0000,3,1,120,80
925545133,160000000.0,Curug,2024-09-09T04:18:35+0000,2,1,60,30
925516350,302000000.0,Kramatwatu,2024-09-08T07:39:25+0000,2,1,72,47
921340941,124900000.0,Kasemen,2024-09-08T05:37:49+0000,2,1,60,36
925491305,1000000.0,Walantaka,2024-09-07T13:12:24+0000,4,2,120,120
925442024,500000000.0,Walantaka,2024-09-06T09:32:18+0000,2,1,200,100
925428479,600000000.0,Kramatwatu,2024-09-06T05:15:41+0000,3,2,204,150
925426554,85000000.0,Kasemen,2024-09-06T04:31:32+0000,2,1,60,30
925407141,36000000.0,Walantaka,2024-09-05T13:16:39+0000,2,1,0,0
925402465,1000000.0,Taktakan,2024-09-05T10:53:26+0000,2,1,100,175
925372676,30000000.0,Walantaka,2024-09-04T22:29:39+0000,2,1,36,80
925355837,350000000.0,Kramatwatu,2024-09-04T09:16:42+0000,3,2,60,120
912225331,630000000.0,Kramatwatu,2024-09-03T14:00:41+0000,2,1,144,51
925302736,70000000.0,Ciruas,2024-09-03T06:21:23+0000,2,1,60,36
925299902,450000000.0,Kramatwatu,2024-09-03T05:26:34+0000,2,1,108,36
925238133,85000000.0,Ciruas,2024-09-01T15:50:26+0000,2,1,60,21
925218833,250000000.0,Ciruas,2024-09-01T05:53:53+0000,1,1,84,84
925217498,550000000.0,Walantaka,2024-09-01T05:22:43+0000,1,1,90,90
925175545,185000000.0,Walantaka,2024-08-31T03:55:22+0000,2,1,60,36
922390657,950000000.0,Kramatwatu,2024-08-18T07:08:24+0000,3,2,114,114
921301625,300000000.0,Taktakan,2024-07-26T11:44:18+0000,3,2,60,21
923037755,500000000.0,Walantaka,2024-07-12T00:21:02+0000,2,1,105,34
922200520,350000000.0,Curug,2024-06-22T18:42:22+0000,3,3,150,150
914787149,285000000.0,Taktakan,2024-01-10T02:54:57+0000,1,1,660,152
